X,Y,OBJECTID,PARCELID,PROPERTY_UNIT,WARDID,PLANNINGCOMMUNITYID,NEIGHBOURHOOD_ASSOCIATIONID,ADDRESS,APPLICATION_NO,STATUS,APPLICANT,PROPERTY_OWNER,FOLDERRSN,FOLDERYEAR,FOLDERNAME,FOLDERTYPE,SUBTYPE,PRIMARY_PROPERTY,ISSUED_BY,DESCRIPTION,COMBINED_APPLICATION,INDATE,PUBLIC_STATUS_UPDATE,PSI_MTG_DATE,DSD_MTG_DATE,NHBD_MTG_DATE,NHBD_SA_MTG_DATE,COUNCIL_MEETING_DATE,DRAFT_APPROVAL_DATE,REGIONAL_APPROVAL_DATE,REMOVAL_DATE,FINAL_DATE,HIGHLIGHT_APP,EXISTING_OPA_LANDUSE,PROPOSED_OPA_LANDUSE,EXISTING_ZONING,PROPOSED_ZONING,EXISTING_LANDUSE,PROPOSED_LANDUSE,PROP_MAX_RES_UNITS_INCIR,PROP_MAX_RES_UNITS_DA,PROPOSED_COMMERCIAL_HA,PROPOSED_INSTITUTIONAL_HA,PROPOSED_PARKLAND_HA,PROP_SIZE_HA,CONTACT_EMAIL,CONTACT_PHONE,CONTACT_TTY,PUBLIC_STATUS_DESC,AMANDA_STATUS_DESC,IMAGE_DESCR,IMAGE_LINK,THUMBNAIL_LINK,SORTID,GlobalID
542899.5455,4804364.8112,106,55108741,40289270,5,44,0,495  HURON RD,ZBA22/020/H/TS,Closed,MHBC PLANNING,ACTIVA HOLDINGS INC,661584,22,495 HURON RD,Zoning By-Law Amendment,Removal of Holding Provision,40289270,"Tim Seyler, MCIP, RPP",To remove holding provision 15H.,No,2022/08/16 00:00:00+00,"This application has been approved, and the file is now closed.",08/14/2023,,,,08/28/2023,,,20241227,2023/12/27 00:00:00+00,No,Mixed Use,,MIX-3,,Vacant Land,Residential,,,,,,,Tim.Seyler@kitchener.ca,519-741-2426,1-866-969-9994,Closed,Closed,Status:This application has received final approval and is closed,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusApproved.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_661584.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_No_Documents.pdf,b59b17d2-9b68-45ba-b75d-799a02165e53
543971.7932,4809136.8341,107,50028092,1075754,3,25,0,75  FIRST AVE,ZBA24/013/F/BB,Closed,GSP GROUP INC,"AMY DALE , JAMES DALE , JASON DALE , JENNIFER DALE ",716276,24,75 FIRST AVE,Zoning By-Law Amendment,Standard,1075754,"Brian Bateman, MCIP, RPP",Proposing to re-zone from RES-4 to RES-5 with a site-specific regulation to allow for a 3-unit building addition to an existing 3-unit multiple dwelling with 5 parking spaces in the rear yard.,No,2024/05/28 00:00:00+00,The ZBA is in full force and effect.,08/12/2024,,06/19/2024,,08/26/2024,,,20251001,2024/10/01 00:00:00+00,No,Low Rise Residential,,RES-4,,3 unit multiple,6 unit multiple,,,,,,,Brian.Bateman@kitchener.ca,519-741-2426,1-866-969-9994,Closed,Closed,Status:This application has received final approval and is closed,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusApproved.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_716276.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_716276.pdf,c762f341-38c7-4107-9063-58128ba6f951
545086.9285,4809026.3028,108,50036434,1001525,2,24,7746,1333  WEBER ST E,ZBA20/007/W/AP,Passed,GSP GROUP INC.,PAMATA HOSPITALITY INC,587265,20,1333 WEBER ST E,Zoning By-Law Amendment,Removal of Holding Provision,1001525,"Andrew Pinnell, MCIP, RPP","This zone change was passed in March 2021 and removed holding provisions related to servicing, noise, and site conditions, in order to allow development to proceed.",No,2020/05/27 00:00:00+00,"Approved: all holding provisions were removed by Council on March 8, 2021.",08/31/2020,,,,09/14/2020,,,,,No,Mixed Use,,"High Intensity Mixed Use Corridor Zone (MU-3) with Special Regulation Provision 675R, Holding Provision 76H, and Holding Provision 77H, and Holding Provision for Services and Roadworks 22HSR",,Former hotel site (hotel building was demolished summer 2020),Mixed use: high density residential with 1300 m2 ground floor commercial,,,,,,,Andrew.Pinnell@kitchener.ca,519-741-2426,1-866-969-9994,Passed,Passed,Status is Step 4:Council Decision Communicated,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusStep4.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_587265.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_587265.pdf,2b098328-13ef-4e67-bf28-7cbf1cbc52ad
545295.854,4809336.2598,109,50031207,1014956,2,24,7746,142  FERGUS AVE,OPA22/002/F/BB,Adopted,GSP GROUP INC.,"2467491 ONTARIO INC, 2467491 ONTARIO INC",643096,22,142 FERGUS AVE,Official Plan Amendment,Combined,1014956,"Brian Bateman, MCIP, RPP","To redesignate the property from Low Rise Residential in the City of Kitchener Official Plan to Medium Rise
Residential with Special Policy Area to permit a maximum FSR of 2.3 c/r ZBA22/002/F/BB",Zone Change,2022/01/19 00:00:00+00,OPA 20 has been approved without an appeal and the zoning is now in effect.,02/13/2023,,05/25/2022,,02/27/2023,,05/30/2023,,,No,LRR,MRR,,,residential,residential,,,,,,,Brian.Bateman@kitchener.ca,519-741-2426,1-866-969-9994,Adopted,Adopted,Status is Step 4:Council Decision Communicated,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusStep4.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_643096.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_643096.pdf,31706517-9498-49fb-91d0-ae94ae2c0b02
541065.8134,4811101.3524,110,50000107,1053892,11,1,7905,200  KING ST W,ZBA23/031/K/NG,Passed,CITY OF KITCHENER,CITY OF KITCHENER,691912,23,200 KING ST W,Zoning By-Law Amendment,Standard,1053892,Natalie Goss,"City initiated ZBA will be to remove undue policy and possible discriminatory language or policies from Zoning By-law 2019-051 and 85-1 as it pertains to lodging houses, at the recommendation of the Ontario Human Rights Commission.",OPA21/004/COK/AR,2023/09/01 00:00:00+00,,10/30/2023,,,,06/24/2024,,,,,No,,,,,,,,,,,,,Natalie.Goss@kitchener.ca,519-741-2426,1-866-969-9994,Passed,Passed,Status is Step 4:Council Decision Communicated,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusStep4.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_691912.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_No_Documents.pdf,a0d21ae3-38df-4349-85e6-c3502d195427
547230.7566,4802736.1045,111,50042344,1023358,4,46,7751,448  NEW DUNDEE RD,ZBA20/003/N/AP,Passed,GSP GROUP INC,HAYRE PROPERTIES INC,582051,20,448 NEW DUNDEE RD,Zoning By-Law Amendment,Standard,1023358,"Andrew Pinnell, MCIP, RPP",This Zoning By-law Amendment Application would allow the construction of 24 single detached houses with frontage onto a private condominium road.  It is intended that the private road would connect to Ridgemount Street and have an emergency access to New Dundee Road. Each single detached house is proposed to be a unit within a condominium.  This proposal reflects revisions since the original circulation.,No,2020/03/04 00:00:00+00,"This application was approved by Kitchener City Council on February 12, 2024 and the file is now closed.",01/22/2024,,11/25/2021,,02/12/2024,,,,,No,Low Rise Residential,,RES-1,,1 Single Detached Dwelling on Estate Lot,Single Detached Dwellings (14 units) and Semi-Detached Dwellings (12 units),,,,,,,Andrew.Pinnell@kitchener.ca,519-741-2426,1-866-969-9994,Passed,Passed,Status is Step 4:Council Decision Communicated,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusStep4.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_582051.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_582051.pdf,b8a92abc-fc51-42b2-87fa-46657d1b896c
541065.8134,4811101.3524,112,50000107,1053892,11,1,7905,200  KING ST W,ZBA23/036/K/GS,Closed,,CITY OF KITCHENER,698346,23,200 KING ST W,Zoning By-Law Amendment,Standard,1053892,"Garett Stevenson, MCIP, RPP",2023 Annual Zoning By-law Update. Amendments to Zoning By-laws 85-1 and 2019-051 are proposed in order to improve administration and provide clarification in certain areas of the By-laws. A number of minor changes have been identified through the daily use of the By-laws by various City staff which form the basis for the update at this time. These changes are minor and technical do not impact the overall intent of the Zoning By-laws or any specific zone. ,no,2023/11/14 00:00:00+00,"The amending by-laws were approved by Kitchener City Council agenda on December 11, 2023. ",12/04/2023,,12/04/2023,,12/11/2023,,,20250214,2024/02/14 00:00:00+00,No,N/A,,N/A,,N/A,N/A,,,,,,,Garett.Stevenson@kitchener.ca,519-741-2426,1-866-969-9994,Closed,Closed,Status:This application has received final approval and is closed,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusApproved.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_698346.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_698346.pdf,ddc09ecf-5250-4694-a101-247d607e3909
540289.6713,4811293.3219,113,50006688,1060263,9,8,7731,641  KING ST W,ZBA22/013/K/BB,Closed,MHBC PLANNING LTD,CENTRE ICE LP,658045,22,607-641 KING ST W,Zoning By-Law Amendment,Removal of Holding Provision,40240219,"Brian Bateman, MCIP, RPP",Removal of holding provision 82U.,,2022/07/07 00:00:00+00,The Holding Provision for Phase 2 has been lifted. ,08/08/2022,,,,08/22/2022,,,20241227,2023/12/27 00:00:00+00,,,,,,,,,,,,,,Brian.Bateman@kitchener.ca,519-741-2426,1-866-969-9994,Closed,Closed,Status:This application has received final approval and is closed,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusApproved.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_658045.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_No_Documents.pdf,c70d9846-03ae-4271-b278-d5ce85ca15fa
543741.1949,4809592.7523,114,50017365,1001516,10,15,7904,1770  KING ST E,OPA23/002/K/CD,Adopted,MHBC PLANNING,KING WEBER KITCHENER HOLDINGS INC,676577,23,1770 KING ST E,Official Plan Amendment,Combined,1009346,"Craig Dumart, MCIP, RPP",Proposing an Official Plan Amendment to provide site specific regulations for FSR to Mixed Use Corridor lands.  C/R ZBA23/005/K/CD.,,2023/03/21 00:00:00+00,Approved,05/15/2023,,04/13/2023,,05/29/2023,,,,,No,,,,,,,,,,,,,Craig.Dumart@kitchener.ca,519-741-2426,1-866-969-9994,Adopted,Adopted,Status is Step 4:Council Decision Communicated,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusStep4.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_676577.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_676577.pdf,5de07b06-1e61-41d7-a8b0-0961f8f1a83f
541065.8134,4811101.3524,115,50000107,1053892,11,1,7905,200  KING ST W,ZBA23/023/K/JZ,Passed,,CITY OF KITCHENER,687719,23,200 KING ST W,Zoning By-Law Amendment,Combined,1053892,John Zunic,City initiated zoning by-law amendment for implementation of OPA23/013/K/JZ.,,2023/07/17 00:00:00+00,,,,,,,,,20250614,2024/06/14 00:00:00+00,No,,,,,,,,,,,,,John.Zunic@kitchener.ca,519-741-2426,1-866-969-9994,Passed,Passed,Status is Step 4:Council Decision Communicated,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusStep4.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_687719.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_No_Documents.pdf,00cb6364-7ccd-4829-b725-c3c4e0491c49
538264.7536,4805330.8246,116,50043076,1023043,5,28,7754,2150  BLEAMS RD,OPA23/018/B/BB,Adopted,GSP GROUP INC,ROMANIAN ORTHODOX PARISH,690903,23,2150 BLEAMS RD,Official Plan Amendment,Combined,1023043,"Brian Bateman, MCIP, RPP",Proposing an OPA to re-designate subject land to a residential category to permit future development. C/R ZBA23/030/B/BB.,Yes,2023/08/22 00:00:00+00,"OPA 39 has been approved by the Region and is now in effect.  Implementing Zoning By-law is in effect effective the date it was approved by Council on December 11, 2023.",12/04/2023,,09/26/2023,,12/11/2023,,02/13/2024,,,No,Institutional,"Low Rise Residential
",,,vacant,Low rise residential,,,,,,,Brian.Bateman@kitchener.ca,519-741-2426,1-866-969-9994,Adopted,Adopted,Status is Step 4:Council Decision Communicated,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusStep4.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_690903.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_690903.pdf,a425af93-336e-4616-8d6d-0b406d099be9
541302.4904,4811299.4404,117,50000154,1024796,10,2,7729,61  ROY ST,OPA21/006/R/TS,Adopted,MHBC PLANNING LTD,"ROY STREET INVESTMENTS INC, THE WINDERMERE APARTMENTS INC",623314,21,61-65  ROY ST,Official Plan Amendment,Combined,1024796,"Tim Seyler, MCIP, RPP",An Official Plan Amendment request has been made to request a Special Policy Area on the properties to permit a Multiple Dwelling with 5 units within each existing building. ,Yes,2021/05/20 00:00:00+00,"This application has been approved (adopted for OPAs) by Kitchener City Council agenda on October 18, 2021.  And has been adopted by the Region of Waterloo. The file is now closed.",10/04/2021,,,,10/18/2021,,,,,No,Office Residential Conversion,Office Residential Conversion,,,"Residential - 3 Units, Office - 2 Units",Residential - 5 Units,,,,,,0.120,Tim.Seyler@kitchener.ca,519-741-2426,1-866-969-9994,Adopted,Adopted,Status is Step 4:Council Decision Communicated,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusStep4.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_623314.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_623314.pdf,8c2fb114-1d46-4b8a-af05-c637039289aa
536859.6126,4806112.2564,118,50010295,1003647,5,28,7754,468  TRUSSLER RD,ZBA24/010/T/AP,Under Review,MHBC PLANNING,ACTIVA HOLDINGS INC,713737,24,468 TRUSSLER RD,Zoning By-Law Amendment,Removal of Holding Provision,1003647,"Andrew Pinnell, MCIP, RPP","An application for a Zoning By-law Amendment has been received to remove Holding Provision 30H, as requirements have been fulfilled through a subdivision modification which requires warning clauses related to odours generated by the nearby equestrian centre.",,2024/04/23 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,Andrew.Pinnell@kitchener.ca,519-741-2426,1-866-969-9994,Under Review,Under Review,Status is Step 1:Notice of development sent and feedback requested,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusStep1.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_Image_Coming_Soon.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_No_Documents.pdf,826a21c4-b5fe-4836-b2f4-3cc516f5e3c3
541065.8134,4811101.3524,119,50000107,1053892,11,1,7905,200  KING ST W,ZBA24/026/K/KA,Issue Review,,CITY OF KITCHENER,728910,24,Annual Zoning By-law Update,Zoning By-Law Amendment,Removal of Holding Provision,1053892,"Katie Anderl, MCIP, RPP",Annual Zoning By-law Update.  City-wide amendments to Zoning By-law 85-1 and 2019-051.,,2024/10/16 00:00:00+00,The City of Kitchener is preparing minor updates and revisions to the existing Zoning By-law 85-1 and existing Zoning By-law 2019-051 through our annual Zoning By-law Update.  ,,,,,,,,,,Yes,,,,,,,,,,,,,Katie.Anderl@kitchener.ca,519-741-2426,1-866-969-9994,Issue Review,Issue Review,Status is Step 3:Staff consolidating feedback and preparing recommendation,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusStep3.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_Image_Coming_Soon.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_728910.pdf,e9ac556f-7257-4896-a7cd-4fda6135963d
541065.8134,4811101.3524,120,50000107,1053892,11,1,7905,200  KING ST W,ZBA24/008/K/CM,Under Review,,CITY OF KITCHENER,710139,24,200 KING ST W,Zoning By-Law Amendment,Combined,1053892,Carrie Musselman,Cross-reference OPA24/005/K/CM. City-initiated OPA/ZBA for Hidden Valley Land Use Implementation.,,2024/04/03 00:00:00+00,,,,,,,,,,,No,,,,,,,,,,,,,Carrie.Musselman@kitchener.ca,519-741-2426,1-866-969-9994,Under Review,Under Review,Status is Step 1:Notice of development sent and feedback requested,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusStep1.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_Image_Coming_Soon.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_No_Documents.pdf,9492a3c5-6402-48d7-893e-0fa267d9fb0b
542650.0164,4810034.4228,121,50061210,1009393,9,3,7750,1001  KING ST E,ZBA22/001/K/KA,Closed,MHBC PLANNING,KING - CHARLES PROPERTIES,642338,22,1001-1051 KING ST E & 530-564 CHARLES ST E,Zoning By-Law Amendment,Combined,1009393,"Katie Anderl, MCIP, RPP","The applicant is proposing to add Special Provisions to the existing High Intensity Mixed Use Corridor Zone (MU-3) to permit a maximum floor space ratio of 8.27 instead of 4.0; a dwelling unit to be located at grade (along Charles Street for live work units) in a mixed use building; and a parking rate of 0.54 spaces per unit, visitor parking at 4% of required parking, and to permit parking for a Plaza complex to be 0.0.  c/r OPA22/001/K/KA.",OPA22/001/K/KA,2022/01/10 00:00:00+00,This application is approved and the file is now closed.,04/24/2023,,03/23/2022,,05/08/2023,,,20241227,2023/12/27 00:00:00+00,No,Mixed Use Corridor,,"MU-3, 544R, 401U",,various,"mixed use (residential, commercial)",,,,,,,Katie.Anderl@kitchener.ca,519-741-2426,1-866-969-9994,Closed,Closed,Status:This application has received final approval and is closed,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusApproved.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_642338.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_642338.pdf,293dfe41-5ee8-415e-a0ac-80bb2cda26c2
541065.8134,4811101.3524,122,50000107,1053892,11,1,7905,200  KING ST W,ZBA23/004/K/TR,Closed,CITY OF KITCHENER,CITY OF KITCHENER,675943,23,200 KING ST W,Zoning By-Law Amendment,Combined,1053892,Tanya Roberts,"City-initiated Zoning By-law Amendment to address issues concerning housing and growth, in response to recent changes to provincial legislation; Bill 109, More Homes for Everyone Act, 2022, Bill 23, More Homes Built Faster Act, 2022, and Bill 13, Supporting People and Businesses Act, 2021. These bills are implementing measures to address the province-wide housing crisis. ",OPA23/001/K/TR,2023/03/13 00:00:00+00,This application has been approved.,06/19/2023,,03/29/2023,,06/26/2023,,,20241227,2023/12/27 00:00:00+00,No,,,,,,,,,,,,,Tanya.Roberts@kitchener.ca,519-741-2426,1-866-969-9994,Closed,Closed,Status:This application has received final approval and is closed,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusApproved.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_675943.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_675943.pdf,7ee06bb4-6d71-4ea9-981c-e74cd62d9a3a
546976.4821,4802408.5845,123,55108661,1072159,4,46,0,525  NEW DUNDEE RD,ZBA22/022/N/TS,Passed,MHBC PLANNING,HIP NEW DUNDEE GP INC,664322,22,525 NEW DUNDEE RD,Zoning By-Law Amendment,Standard,1072159,"Tim Seyler, MCIP, RPP",To permit 6 residential units on the ground floor of a mixed use building.,No,2022/09/15 00:00:00+00,"This application has been approved by Kitchener City Council agenda on January 30, 2023. ",01/09/2023,,01/09/2023,,01/30/2023,,,,,No,,,,,Multiple Dwelling,Multiple Dwelling,,,,,,,Tim.Seyler@kitchener.ca,519-741-2426,1-866-969-9994,Passed,Passed,Status is Step 4:Council Decision Communicated,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusStep4.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_664322.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_664322.pdf,187c87fe-f3e1-4fb9-9170-cdbe9cf4278a
547346.7058,4802736.7215,124,50042342,1027577,4,46,7751,404  NEW DUNDEE RD,ZBA22/025/N/BB,Passed,MHBC PLANNING,KLONDIKE INVESTMENTS LTD,670034,22,404 NEW DUNDEE RD,Zoning By-Law Amendment,Combined,40271244,"Brian Bateman, MCIP, RPP","An Official Plan Amendment is proposed to add a special policy area to the Low Rise Residential designation such that the subject lands be permitted a maximum Floor Space Ratio (FSR) of 0.9.  The Zoning by-law amendment is proposing re-zoning the subject lands from R-1 in By-law 85-1 to RES-5 in By-law 2019-051 with a site-specific provision for FSR, building height, parking, and visitor parking.",Yes,2022/11/30 00:00:00+00,"In September 2023, the City received a re-submission package in response to concerns raised by residents.  The package of information is provided below.  Staff will now review the material and will be preparing a report with a recommendation to Committee in the near future.  ",01/22/2024,,,,01/29/2024,,,,,,,,,,,,,,,,,,Brian.Bateman@kitchener.ca,519-741-2426,1-866-969-9994,Passed,Passed,Status is Step 4:Council Decision Communicated,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusStep4.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_670034.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_670034.pdf,e6b362c4-a2d4-418a-9ac9-5c4175806b26
545959.7723,4808864.6888,125,50031639,1014321,2,35,7746,179  JANSEN AVE,ZBA24/009/J/TS,Closed,MHBC PLANNING,DANIA PROJECTS DEVELOPMENT INC,712248,24,179 JANSEN AVE,Zoning By-Law Amendment,Standard,1014321,"Tim Seyler, MCIP, RPP",The owner is requesting a Zoning By-law amendment to change the zoning from RES-4 to RES-5 and permit a site-specific increase of FSR of 0.75 to permit a multiple dwelling townhouse development containing 56 units.,,2024/04/25 00:00:00+00,This application has been approved and the file is now Closed.,06/17/2024,,05/22/2024,,06/24/2024,,,20250730,2024/07/30 00:00:00+00,No,Low Rise Residential,,RES-4,,Vacant Land,Multiple Dwelling containing 56 units (Stacked townhouses),,,,,,,Tim.Seyler@kitchener.ca,519-741-2426,1-866-969-9994,Closed,Closed,Status:This application has received final approval and is closed,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusApproved.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_712248.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_712248.pdf,f64d3ff3-5bb5-4dcf-af7a-b1048cf6528a
541065.8134,4811101.3524,126,50000107,1053892,11,1,7905,200  KING ST W,OPA24/007/K/NG,Adopted,CITY OF KITCHENER,CITY OF KITCHENER,715316,24,Rental Replacement By-law,Official Plan Amendment,Standard,1053892,Natalie Goss,"City-initiated OPA (city-wide):
City Planning staff are proposing amendments to the Official Plan to update demolition control policies to enable the administration of a rental replacement by-law. These changes align with action items from Housing for All, Kitchener's housing strategy and seek to mitigate impacts from redevelopment of rental apartments on current tenants.",,2024/05/23 00:00:00+00,,06/17/2024,,,,06/24/2024,,08/01/2024,,,,,,,,,,,,,,,,Natalie.Goss@kitchener.ca,519-741-2426,1-866-969-9994,Adopted,Adopted,Status is Step 4:Council Decision Communicated,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusStep4.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_Image_Coming_Soon.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_No_Documents.pdf,99e6ee8b-23d3-4e17-a4b4-97e25e9747f7
537158.8391,4806291.748,127,55103320,40273467,5,28,7754,  BENNINGER DR,ZBA22/027/B/CD,Passed,MHBC PLANNING,"1678818 ONTARIO INC, ACTIVA HOLDINGS INC",670761,22,BENNINGER DR,Zoning By-Law Amendment,Standard,40273469,"Craig Dumart, MCIP, RPP",To permit the subject lands to be developed as Street Townhouse Dwellings with 6 dwelling units attached in a row and garage width up to 78% of the facade width and a 1.4m sideyard setback.,,2022/12/12 00:00:00+00,"The Statutory Public Meeting for this application has been scheduled for the Planning and Strategic Initiatives Committee meeting on February 13, 2023. If you would like to speak to this item, please register at www.kitchener.ca/delegation. If you have any questions on this application, please reach out to the File Planner (City Planning Contact listed below).  If a person or public body does not make oral submissions at a public meeting or make written submissions to the City prior to the approval of a development, a Tribunal may dismiss an appeal made in relation to the applications. If you have any questions or require further clarification regarding appeals, please see https://olt.gov.on.ca/ or connect with the listed City Planning Contact).",02/13/2023,,,,02/28/2023,,,,,,,,,,,,,,,,,,Craig.Dumart@kitchener.ca,519-741-2426,1-866-969-9994,Passed,Passed,Status is Step 4:Council Decision Communicated,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusStep4.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_670761.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_670761.pdf,be3e3a61-e45f-480a-ad52-479ca827d6c7
539410.8588,4809948.4192,128,50008002,40248779,8,20,7724,298  LAWRENCE AVE,OPA20/007/L/ES,Adopted,GSP GROUP INC.,HOSPICE OF WATERLOO REGION,602440,20,298 LAWRENCE AVE,Official Plan Amendment,Combined,40248779,"Eric Schneider, MCIP, RPP","The applicant is seeking to permit the use ""residential care facility"" in order for the existing building to be used for supportive housing. ",ZBA20/016/L/ES,2020/11/23 00:00:00+00,"This application was approved by the Region of Waterloo and confirmed no appeals August 6, 2021.

If you have any questions or require further clarification regarding appeals, please see https://olt.gov.on.ca/ or connect with the listed City Planning Contact. If you wish to be notified of the decision of the City of Kitchener with respect to these applications, you must make a written request to City Clerk, Legislative Services, 200 King Street West, P.O. Box 1118, Kitchener, Ontario, N2G 4G7.

",04/19/2021,,,,04/26/2021,,07/29/2021,,,No,General Industrial,General Industrial with Special Policy Area,,,Office,Residential Care Facility,,,,,,0.275,Eric.Schneider@kitchener.ca,519-741-2426,1-866-969-9994,Adopted,Adopted,Status is Step 4:Council Decision Communicated,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusStep4.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_602440.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_602440.pdf,3aadff17-14b8-4586-88d9-94a08d103230
